Gene stable ID,Chromosome/scaffold name,Gene start (bp),Gene end (bp),Gene name
ENSG00000241386,HSCHR6_MHC_COX,32702866,32707151,HLA-DOB
ENSG00000134539,12,10378657,10469850,KLRD1
ENSG00000228582,HSCHR6_MHC_COX,32711936,32728881,TAP2
ENSG00000185880,15,45021186,45060027,TRIM69
ENSG00000088986,12,120907653,120936296,DYNLL1
ENSG00000163833,3,121311966,121349139,FBXO40
ENSG00000235715,HSCHR6_MHC_COX,32730817,32734804,PSMB8
ENSG00000237022,HSCHR6_MHC_MANN,31280024,31283395,HLA-C
ENSG00000261456,HG905_PATCH,96892,100113,TUBB8
ENSG00000213809,12,10524952,10544473,KLRK1
ENSG00000224608,HSCHR6_MHC_MANN,31364707,31368080,HLA-B
ENSG00000204632,6,29794744,29798902,HLA-G
ENSG00000231372,HSCHR6_MHC_MANN,31512918,31518423,MICB
ENSG00000197102,14,102430865,102517129,DYNC1H1
ENSG00000015285,X,48534985,48549818,WAS
ENSG00000130560,9,138824815,138853226,UBAC1
ENSG00000211790,14,22362613,22363210,TRAV8-4
ENSG00000168918,2,233924677,234116549,INPP5D
ENSG00000243067,HSCHR6_MHC_COX,32734237,32769688,PSMB9
ENSG00000171823,12,1675159,1703331,FBXL14
ENSG00000155980,12,57943781,57980415,KIF5A
ENSG00000211799,14,22475751,22476420,TRAV19
ENSG00000211810,14,22631134,22631766,TRAV29DV5
ENSG00000108578,17,28575218,28619074,BLMH
ENSG00000134545,12,10594863,10607284,KLRC1
ENSG00000206503,6,29909037,29913661,HLA-A
ENSG00000169139,8,48920960,48977268,UBE2V2
ENSG00000143761,1,228270361,228286912,ARF1
ENSG00000204843,2,74588281,74619214,DCTN1
ENSG00000236979,HSCHR6_MHC_MANN,31596159,31600249,NCR3
ENSG00000010671,X,100604435,100641183,BTK
ENSG00000198851,11,118175260,118186890,CD3E
ENSG00000063978,4,2463947,2627047,RNF4
ENSG00000065665,10,12171636,12211960,SEC61A2
ENSG00000072803,5,171288553,171433877,FBXW11
ENSG00000232367,HSCHR6_MHC_COX,32735310,32744079,TAP1
ENSG00000034677,8,101269288,101348446,RNF19A
ENSG00000173876,10,92828,120103,TUBB8
ENSG00000167286,11,118209669,118213459,CD3D
ENSG00000131196,18,77155856,77289325,NFATC1
ENSG00000160654,11,118215059,118225876,CD3G
ENSG00000137267,6,3153903,3157760,TUBB2A
ENSG00000110344,11,118230300,118269926,UBE4A
ENSG00000010810,6,111981535,112194655,FYN
ENSG00000234154,HSCHR6_MHC_COX,32824726,32843224,HLA-DMB
ENSG00000243719,HSCHR6_MHC_COX,32838712,32860827,HLA-DMA
ENSG00000007312,17,62006100,62009714,CD79B
ENSG00000131467,17,40976402,40995774,PSME3
ENSG00000118640,2,85788685,85809154,VAMP8
ENSG00000165059,9,71627469,71629039,PRKACG
ENSG00000196262,7,44836279,44864163,PPIA
ENSG00000103035,16,74330673,74340186,PSMD7
ENSG00000137285,6,3224495,3231964,TUBB2B
ENSG00000138411,2,197059094,197458416,HECW2
ENSG00000072401,10,60094735,60130513,UBE2D1
ENSG00000159069,9,139834887,139839148,FBXW5
ENSG00000154370,1,228581374,228594541,TRIM11
ENSG00000232962,HSCHR6_MHC_COX,32894248,32899682,HLA-DOA
ENSG00000012124,19,35810164,35838258,CD22
ENSG00000102858,16,4666494,4740975,MGRN1
ENSG00000229698,HSCHR6_MHC_SSTO,29687514,29703210,HLA-F
ENSG00000182247,3,23244511,23633284,UBE2E2
ENSG00000115233,2,162164549,162268228,PSMD14
ENSG00000138674,4,83739814,83822319,SEC31A
ENSG00000100351,22,40297086,40369725,GRAP2
ENSG00000121621,11,28042167,28129855,KIF18A
ENSG00000108622,17,62079954,62097994,ICAM2
ENSG00000170142,3,23847394,23932807,UBE2E1
ENSG00000233095,HSCHR6_MHC_SSTO,29791438,29795610,HLA-G
ENSG00000107281,9,139933922,139940655,NPDC1
ENSG00000223980,HSCHR6_MHC_SSTO,29897513,29902154,HLA-A
ENSG00000196961,19,50270225,50310370,AP2A1
ENSG00000065618,10,105791044,105845760,COL17A1
ENSG00000164924,8,101928753,101965616,YWHAZ
ENSG00000175931,17,74385532,74449288,UBE2O
ENSG00000154007,1,76384558,76398116,ASB17
ENSG00000114013,3,121774213,121839983,CD86
ENSG00000234487,HSCHR6_MHC_MCF,29687668,29690477,HLA-F
ENSG00000099866,19,489176,505347,MADCAM1
ENSG00000237216,HSCHR6_MHC_MCF,29791626,29795784,HLA-G
ENSG00000099804,19,531714,542097,CDC34
ENSG00000227715,HSCHR6_MHC_MCF,29846763,29992167,HLA-A
ENSG00000176248,9,140069236,140082989,ANAPC2
ENSG00000188229,9,140135665,140138159,TUBB4B
ENSG00000118898,16,4932508,5010742,PPL
ENSG00000204599,6,30294256,30311506,TRIM39
ENSG00000229929,HSCHR6_MHC_SSTO,30283373,30303707,TRIM39
ENSG00000134900,13,103249353,103331521,TPP2
ENSG00000186187,16,75032928,75144892,ZNRF1
ENSG00000095585,10,97951458,98031344,BLNK
ENSG00000217792,GL000209.1,147649,156325,KIR3DL2
ENSG00000100387,22,41347351,41369313,RBX1
ENSG00000196470,16,48390275,48482313,SIAH1
ENSG00000230254,HSCHR6_MHC_SSTO,30448676,30453414,HLA-E
ENSG00000198881,X,63444076,63450511,ASB12
ENSG00000107758,10,75196186,75255782,PPP3CB
ENSG00000225201,HSCHR6_MHC_MCF,30535711,30540449,HLA-E
ENSG00000108395,17,57059999,57184282,TRIM37
ENSG00000163840,3,122283085,122294050,DTX3L
ENSG00000176014,18,12307668,12344319,TUBB6
ENSG00000101350,20,30865467,30922814,KIF3B
ENSG00000204592,6,30457244,30461982,HLA-E
ENSG00000254087,8,56792372,56923940,LYN
ENSG00000161640,19,50452242,50464429,SIGLEC11
ENSG00000103653,15,75074398,75095539,CSK
ENSG00000182177,2,237102095,237173052,ASB18
ENSG00000127824,2,220114433,220142892,TUBA4A
ENSG00000142875,1,84543745,84704181,PRKACB
ENSG00000160714,1,154521053,154531504,UBE2Q1
ENSG00000019582,5,149781200,149792492,CD74
ENSG00000146809,7,123207064,123277951,ASB15
ENSG00000108854,17,62538413,62658186,SMURF2
ENSG00000100764,14,90722839,90738968,PSMC1
ENSG00000138081,2,48016455,48132932,FBXO11
ENSG00000225412,HSCHR6_MHC_MANN,32400085,32414370,BTNL2
ENSG00000162413,1,6650784,6674667,KLHL21
ENSG00000142867,1,85731931,85742773,BCL10
ENSG00000226260,HSCHR6_MHC_MANN,32446282,32451493,HLA-DRA
ENSG00000229074,HSCHR6_MHC_MANN,32691166,32725266,HLA-DRB1
ENSG00000225890,HSCHR6_MHC_MANN,32748724,32771089,HLA-DQA1
ENSG00000141367,17,57697219,57773671,CLTC
ENSG00000131508,5,138906016,139008018,UBE2D2
ENSG00000176986,10,75504120,75531919,SEC24C
ENSG00000198668,14,90862846,90874605,CALM1
ENSG00000009335,7,156931607,157062066,UBE3C
ENSG00000049245,1,7831329,7841492,VAMP3
ENSG00000231823,HSCHR6_MHC_MANN,32862880,32868441,HLA-DQA2
ENSG00000229493,HSCHR6_MHC_MANN,32877673,32885131,HLA-DQB2
ENSG00000132912,5,150088002,150138671,DCTN4
ENSG00000206235,HSCHR6_MHC_MANN,32943409,32960357,TAP2
ENSG00000261609,16,81348557,81424489,GAN
ENSG00000132004,19,12798867,12807457,FBXW9
ENSG00000236443,HSCHR6_MHC_MANN,32962293,32966279,PSMB8
ENSG00000155629,10,98353069,98480271,PIK3AP1
ENSG00000263162,HSCHR15_1_CTG4,28356186,28567298,HERC2
ENSG00000239836,HSCHR6_MHC_MANN,32965712,33001163,PSMB9
ENSG00000226173,HSCHR6_MHC_MANN,32966785,32975554,TAP1
ENSG00000197943,16,81772702,81991899,PLCG2
ENSG00000239329,HSCHR6_MHC_MANN,33056220,33074714,HLA-DMB
ENSG00000100804,14,23485752,23504439,PSMB5
ENSG00000206435,HSCHR6_MHC_SSTO,31229147,31232539,HLA-C
ENSG00000222028,14,23511376,23513269,PSMB11
ENSG00000126264,19,36393382,36395279,HCST
ENSG00000243189,HSCHR6_MHC_MANN,33070204,33092323,HLA-DMA
ENSG00000011600,19,36395303,36399197,TYROBP
ENSG00000228964,HSCHR6_MHC_SSTO,31314550,31317907,HLA-B
ENSG00000117020,1,243651535,244014381,AKT3
ENSG00000231558,HSCHR6_MHC_MANN,33125750,33131183,HLA-DOA
ENSG00000227772,HSCHR6_MHC_SSTO,31455821,31468850,MICB
ENSG00000228163,HSCHR6_MHC_MANN,33186489,33202701,HLA-DPA1
ENSG00000185338,16,11348262,11350036,SOCS1
ENSG00000229295,HSCHR6_MHC_MANN,33197846,33209127,HLA-DPB1
ENSG00000130177,13,115000362,115038198,CDC16
ENSG00000175166,3,184016497,184026842,PSMD2
ENSG00000148634,10,69681665,69835105,HERC4
ENSG00000181191,X,68380694,68385636,PJA1
ENSG00000135047,9,90340434,90346308,CTSL
ENSG00000102245,X,135730352,135742549,CD40LG
ENSG00000115904,2,39208537,39351486,SOS1
ENSG00000152086,2,130949318,130956034,TUBA3E
ENSG00000165501,14,50065415,50081390,LRR1
ENSG00000171621,1,9352939,9429591,SPSB1
ENSG00000198833,6,90036344,90062567,UBE2J1
ENSG00000106367,7,100797678,100804877,AP1S1
ENSG00000078747,20,32951041,33099198,ITCH
ENSG00000175104,11,36508577,36531822,TRAF6
ENSG00000153563,2,87011729,87035519,CD8A
ENSG00000140367,15,76135622,76193419,UBE2Q2
ENSG00000171608,1,9711790,9789172,PIK3CD
ENSG00000167196,15,76196200,76227609,FBXO22
ENSG00000179218,19,13049392,13055303,CALR
ENSG00000184182,2,238875469,238951236,UBE2F
ENSG00000165025,9,93564069,93660831,SYK
ENSG00000172116,2,87042462,87089047,CD8B
ENSG00000090889,X,69509879,69640682,KIF4A
ENSG00000126214,14,104028233,104167888,KLC1
ENSG00000174842,1,92711959,92764544,GLMN
ENSG00000225691,HSCHR6_MHC_MCF,31313666,31317037,HLA-C
ENSG00000182866,1,32716840,32751766,LCK
ENSG00000223833,HSCHR6_MHC_SSTO,31546616,31550705,NCR3
ENSG00000232126,HSCHR6_MHC_MCF,31398032,31401418,HLA-B
ENSG00000109943,11,122709208,122743347,CRTAM
ENSG00000129450,19,51628165,51639908,SIGLEC9
ENSG00000168995,19,51645556,51656783,SIGLEC7
ENSG00000238289,HSCHR6_MHC_MCF,31542228,31555259,MICB
ENSG00000181788,3,150458914,150481264,SIAH2
ENSG00000146373,6,125283691,125413779,RNF217
ENSG00000105383,19,51728320,51747115,CD33
ENSG00000197170,17,65334032,65362743,PSMD12
ENSG00000135341,6,91223292,91296764,MAP3K7
ENSG00000144635,3,32567463,32612366,DYNC1LI1
ENSG00000142512,19,51913275,51921057,SIGLEC10
ENSG00000105366,19,51954101,51961710,SIGLEC8
ENSG00000254521,19,51994611,52005043,SIGLEC12
ENSG00000072201,4,54325468,54567572,LNX1
ENSG00000065802,2,239335383,239360891,ASB1
ENSG00000105492,19,52022779,52035110,SIGLEC6
ENSG00000186654,22,45064593,45133561,PRR5
ENSG00000225211,HSCHR6_MHC_MCF,31632976,31637066,NCR3
ENSG00000014123,6,96969471,97003152,UFL1
ENSG00000211598,2,89184913,89185669,IGKV4-1
ENSG00000211599,2,89196748,89197300,IGKV5-2
ENSG00000243466,2,89246819,89247475,IGKV1-5
ENSG00000103264,16,87360593,87425748,FBXO31
ENSG00000105501,19,52114781,52150151,SIGLEC5
ENSG00000268500,19,52115344,52150142,SIGLEC5
ENSG00000206557,3,32859510,32939318,TRIM71
ENSG00000116514,1,33402046,33430286,RNF19B
ENSG00000241351,2,89326668,89327228,IGKV3-11
ENSG00000243290,2,89339721,89340242,IGKV1-12
ENSG00000244437,2,89384673,89385283,IGKV3-15
ENSG00000240864,2,89399352,89399854,IGKV1-16
ENSG00000240382,2,89416833,89417335,IGKV1-17
ENSG00000239951,2,89442057,89442643,IGKV3-20
ENSG00000198793,1,11166592,11322564,MTOR
ENSG00000104671,8,30013813,30041156,DCTN6
ENSG00000244116,2,89521179,89521942,IGKV2-28
ENSG00000243238,2,89544264,89545079,IGKV2-30
ENSG00000242076,2,89567758,89568263,IGKV1-33
ENSG00000242371,2,89619383,89619904,IGKV1-39
ENSG00000251039,2,89890601,89891307,IGKV2D-40
ENSG00000251546,2,89901292,89901791,IGKV1D-39
ENSG00000239975,2,89952792,89953355,IGKV1D-33
ENSG00000239571,2,89975669,89976489,IGKV2D-30
ENSG00000138642,4,89299891,89364263,HERC6
ENSG00000242534,2,89998789,89999564,IGKV2D-28
ENSG00000170458,5,140011313,140013286,CD14
ENSG00000204290,6,32361740,32374905,BTNL2
ENSG00000211625,2,90077680,90078311,IGKV3D-20
ENSG00000241244,2,90139078,90139580,IGKV1D-16
ENSG00000240834,2,90198535,90199190,IGKV1D-12
ENSG00000178502,17,40009797,40021684,KLHL11
ENSG00000204287,6,32407619,32412823,HLA-DRA
ENSG00000150991,12,125396150,125401914,UBC
ENSG00000152056,2,224616403,224702744,AP1S3
ENSG00000072062,19,14202500,14228896,PRKACA
ENSG00000082781,3,124480795,124620265,ITGB5
ENSG00000198502,6,32485120,32498064,HLA-DRB5
ENSG00000196126,6,32546546,32557625,HLA-DRB1
ENSG00000112234,6,99316420,99395849,FBXL4
ENSG00000136943,9,99794940,99801925,CTSV
ENSG00000138646,4,89378268,89427314,HERC5
ENSG00000178462,10,5435061,5446793,TUBAL3
ENSG00000160991,7,102073553,102097268,ORAI2
ENSG00000075886,2,132233666,132240507,TUBA3D
ENSG00000196735,6,32595956,32614839,HLA-DQA1
ENSG00000116661,1,11708424,11715842,FBXO2
ENSG00000138641,4,89442199,89629693,HERC3
ENSG00000105568,19,52693292,52730687,PPP2R1A
ENSG00000132879,1,11714432,11723384,FBXO44
ENSG00000104695,8,30631973,30671830,PPP2CB
ENSG00000099341,19,38865176,38874464,PSMD8
ENSG00000101843,X,107327437,107334848,PSMD10
ENSG00000196372,10,5680830,5708558,ASB13
ENSG00000051523,16,88709691,88717560,CYBA
ENSG00000116663,1,11724181,11734411,FBXO6
ENSG00000041357,15,78832747,78841604,PSMA4
ENSG00000108671,17,30771279,30810336,PSMD11
ENSG00000162692,1,101185298,101204601,VCAM1
ENSG00000237541,6,32709119,32714992,HLA-DQA2
ENSG00000232629,6,32723875,32731311,HLA-DQB2
ENSG00000241106,6,32780540,32784825,HLA-DOB
ENSG00000177938,12,18891045,18892121,CAPZA3
ENSG00000106803,9,101984346,101992897,SEC61B
ENSG00000164049,3,48413709,48442666,FBXW12
ENSG00000149269,11,77032752,77185680,PAK1
ENSG00000250264,6,32781544,32806599,TAP2
ENSG00000204267,6,32789610,32806557,TAP2
ENSG00000103811,15,79213400,79241916,CTSH
ENSG00000170315,17,16284112,16286059,UBB
ENSG00000066735,14,104605060,104647231,KIF26A
ENSG00000132432,7,54819943,54827667,SEC61G
ENSG00000204264,6,32808494,32812480,PSMB8
ENSG00000240065,6,32811913,32827362,PSMB9
ENSG00000168394,6,32812986,32821755,TAP1
ENSG00000100505,14,51441980,51562779,TRIM9
ENSG00000126067,1,36067185,36107445,PSMB2
ENSG00000118564,4,15606162,15683302,FBXL5
ENSG00000139626,12,53585102,53601091,ITGB7
ENSG00000242574,6,32902406,32908847,HLA-DMB
ENSG00000239474,2,170366212,170382772,KLHL41
ENSG00000204257,6,32916390,32936871,HLA-DMA
ENSG00000184557,17,76352864,76356158,SOCS3
ENSG00000092010,14,24605367,24608176,PSME1
ENSG00000150455,11,126152960,126168740,TIRAP
ENSG00000104825,19,39390340,39399533,NFKBIB
ENSG00000142208,14,105235686,105262088,AKT1
ENSG00000156804,8,124510129,124553446,FBXO32
ENSG00000100911,14,24612574,24616779,PSME2
ENSG00000204252,6,32971955,32977389,HLA-DOA
ENSG00000231389,6,33032346,33048552,HLA-DPA1
ENSG00000105325,19,3506271,3538328,FZR1
ENSG00000269190,19,39432044,39466550,FBXO17
ENSG00000170909,19,54597933,54606000,OSCAR
ENSG00000079337,12,48128455,48164823,RAPGEF3
ENSG00000223865,6,33043703,33054978,HLA-DPB1
ENSG00000143106,1,109941653,109969062,PSMA5
ENSG00000186591,7,129470572,129592789,UBE2H
ENSG00000077264,X,110187513,110470589,PAK3
ENSG00000127022,5,179105629,179157926,CANX
ENSG00000164692,7,94023873,94060544,COL1A2
ENSG00000197122,20,35973088,36034453,SRC
ENSG00000165916,11,47440320,47447993,PSMC3
ENSG00000100519,14,53173890,53195305,PSMC6
ENSG00000176386,9,116018115,116037869,CDC26
ENSG00000064726,15,83685174,83736106,BTBD1
ENSG00000198211,16,89985573,90002500,TUBB3
ENSG00000258947,16,89987800,90005169,TUBB3
ENSG00000167705,17,1549444,1553371,RILP
ENSG00000185627,11,236546,252983,PSMD13
ENSG00000204577,19,54720147,54746602,LILRB3
ENSG00000168710,1,110527308,110566357,AHCYL1
ENSG00000033178,4,68478370,68566897,UBA6
ENSG00000072958,19,16308389,16346160,AP1M1
ENSG00000070190,4,100737990,100791311,DAPP1
ENSG00000161040,7,102453308,102715286,FBXL13
ENSG00000244482,19,54720737,54746649,LILRA6
ENSG00000104343,8,74692332,74791145,UBE2W
ENSG00000137403,HSCHR6_MHC_COX,29684537,29700280,HLA-F
ENSG00000105609,19,54754263,54761164,LILRB5
ENSG00000185885,11,313506,315272,IFITM1
ENSG00000154589,8,74903587,74941322,LY96
ENSG00000131042,19,54777675,54785039,LILRB2
ENSG00000138814,4,101944566,102269435,PPP3CA
ENSG00000187116,19,54818353,54824409,LILRA5
ENSG00000239961,19,54844456,54850421,LILRA4
ENSG00000113269,5,179338651,179499118,RNF130
ENSG00000229741,HSCHR6_MHC_DBB,32336148,32350396,BTNL2
ENSG00000167613,19,54865362,54882165,LAIR1
ENSG00000228987,HSCHR6_MHC_DBB,32382335,32387545,HLA-DRA
ENSG00000149177,11,48002113,48189670,PTPRJ
ENSG00000236884,HSCHR6_MHC_DBB,32516731,32550833,HLA-DRB1
ENSG00000236418,HSCHR6_MHC_DBB,32574291,32596644,HLA-DQA1
ENSG00000124181,20,39765600,39811629,PLCG1
ENSG00000119401,9,119449581,119463579,TRIM32
ENSG00000136869,9,120466610,120479149,TLR4
ENSG00000116473,1,112084840,112259313,RAP1A
ENSG00000139219,12,48366748,48398269,COL2A1
ENSG00000065675,10,6469105,6622263,PRKCQ
ENSG00000167618,19,55009100,55021897,LAIR2
ENSG00000068796,5,61601989,61833076,KIF2A
ENSG00000109320,4,103422486,103538459,NFKB1
ENSG00000114423,3,105374305,105588396,CBLB
ENSG00000109861,11,88026760,88070955,CTSC
ENSG00000239998,19,55084387,55099027,LILRA2
ENSG00000183655,15,86302554,86338261,KLHL25
ENSG00000243335,7,66093868,66276446,KCTD7
ENSG00000119402,9,123514256,123555690,FBXW2
ENSG00000239388,3,57302375,57326710,ASB14
ENSG00000005981,7,95107756,95169544,ASB4
ENSG00000095261,9,123577774,123605262,PSMD5
ENSG00000104972,19,55085346,55148979,LILRB1
ENSG00000003096,X,117031776,117251303,KLHL13
ENSG00000184887,14,105714827,105717430,BTBD6
ENSG00000161057,7,102984701,103009842,PSMC2
ENSG00000116489,1,113161795,113214241,CAPZA1
ENSG00000225845,HSCHR6_MHC_MCF,32436807,32451073,BTNL2
ENSG00000230726,HSCHR6_MHC_MCF,32482996,32488206,HLA-DRA
ENSG00000158560,7,95401866,95739634,DYNC1I1
ENSG00000228284,HSCHR6_MHC_MCF,32631439,32652184,HLA-DQA1
ENSG00000104974,19,55105047,55113555,LILRA1
ENSG00000186818,19,55155340,55181810,LILRB4
ENSG00000109332,4,103715540,103790053,UBE2D3
ENSG00000140543,15,89054790,89089906,DET1
ENSG00000206301,HSCHR6_MHC_MCF,32742904,32748772,HLA-DQA2
ENSG00000180233,7,30323923,30452118,ZNRF2
ENSG00000167633,19,55235969,55378448,KIR3DL1
ENSG00000228254,HSCHR6_MHC_MCF,32757661,32765119,HLA-DQB2
ENSG00000058262,3,127770484,127790526,SEC61A1
ENSG00000156587,11,57319129,57335757,UBE2L6
ENSG00000113303,5,180326077,180377906,BTNL8
ENSG00000135720,16,66754796,66785701,DYNC1LI2
ENSG00000241910,HSCHR6_MHC_MCF,32814044,32818329,HLA-DOB
ENSG00000237599,HSCHR6_MHC_MCF,32823109,32840035,TAP2
ENSG00000204525,6,31236526,31239907,HLA-C
ENSG00000230413,HSCHR6_MHC_COX,29788431,29792600,HLA-G
ENSG00000189013,19,55236002,55325972,KIR2DL4
ENSG00000226201,HSCHR6_MHC_MCF,32841974,32845960,PSMB8
ENSG00000240508,HSCHR6_MHC_MCF,32845393,32880808,PSMB9
ENSG00000230705,HSCHR6_MHC_MCF,32846466,32855235,TAP1
ENSG00000165810,5,180467225,180488523,BTNL9
ENSG00000243772,19,55249980,55295776,KIR2DL3
ENSG00000172936,3,38179969,38184513,MYD88
ENSG00000242386,HSCHR6_MHC_MCF,32935860,32954358,HLA-DMB
ENSG00000076641,8,81880045,82024303,PAG1
ENSG00000125498,19,55281263,55295774,KIR2DL1
ENSG00000188389,2,242792033,242801060,PDCD1
ENSG00000239463,HSCHR6_MHC_MCF,32949846,32971961,HLA-DMA
ENSG00000146063,5,180649499,180662809,TRIM41
ENSG00000177479,3,48956254,49023815,ARIH2
ENSG00000234745,6,31321649,31324965,HLA-B
ENSG00000119682,14,75120140,75179818,AREL1
ENSG00000134242,1,114356433,114414381,PTPN22
ENSG00000185825,X,152965947,152990152,BCAP31
ENSG00000177981,12,48541571,48574996,ASB8
ENSG00000075785,3,128444965,128533639,RAB7A
ENSG00000204516,6,31462658,31478901,MICB
ENSG00000166913,20,43514317,43537173,YWHAB
ENSG00000138778,4,104026963,104119566,CENPE
ENSG00000224320,HSCHR6_MHC_COX,29898587,29903209,HLA-A
ENSG00000146755,7,72726535,72742085,TRIM50
ENSG00000100600,14,93170152,93215047,LGMN
ENSG00000127481,1,19401000,19536770,UBR4
ENSG00000135722,16,67193834,67198473,FBXL8
ENSG00000198919,3,108308529,108413693,DZIP3
ENSG00000213281,1,115247090,115259515,NRAS
ENSG00000077721,X,118708501,118718381,UBE2A
ENSG00000166847,16,23652713,23681195,DCTN5
ENSG00000163519,3,108541545,108573852,TRAT1
ENSG00000166501,16,23847322,24231932,PRKCB
ENSG00000122257,16,24549014,24584184,RBBP6
ENSG00000211898,14,106303099,106312010,IGHD
ENSG00000211899,14,106320349,106322323,IGHM
ENSG00000133703,12,25357723,25403870,KRAS
ENSG00000077549,1,19665267,19812066,CAPZB
ENSG00000134256,1,117544382,117579167,CD101
ENSG00000213341,10,101948055,101989376,CHUK
ENSG00000270898,2,53897430,54087297,ASB3
ENSG00000132359,17,2680350,2941033,RAP1GAP2
ENSG00000153283,3,111011566,111384597,CD96
ENSG00000131966,14,58666798,58701750,ACTR10
ENSG00000105647,19,18263928,18281350,PIK3R2
ENSG00000198019,1,120926979,120935937,FCGR1B
ENSG00000123104,12,26490342,26986131,ITPR2
ENSG00000268173,19,18263968,18288927,PIK3R2
ENSG00000216490,19,18283972,18288927,IFI30
ENSG00000198742,7,98625061,98741723,SMURF1
ENSG00000100567,14,58711549,58738730,PSMA3
ENSG00000158473,1,158149737,158154686,CD1D
ENSG00000158477,1,158223927,158228059,CD1A
ENSG00000158481,1,158259576,158263420,CD1C
ENSG00000158485,1,158297741,158301321,CD1B
ENSG00000204475,6,31556672,31560762,NCR3
ENSG00000104833,19,6494330,6502859,TUBB4A
ENSG00000100628,14,94400499,94443137,ASB2
ENSG00000125730,19,6677715,6730573,C3
ENSG00000139200,12,6802958,6809966,PIANP
ENSG00000168301,3,58477841,58488087,KCTD6
ENSG00000076864,1,21922708,21995801,RAP1GAP
ENSG00000068878,2,54091204,54197977,PSME4
ENSG00000091972,3,112051194,112081659,CD200
ENSG00000141968,19,6772725,6857377,VAV1
ENSG00000089692,12,6881678,6887621,LAG3
ENSG00000010610,12,6896024,6929974,CD4
ENSG00000186265,3,112182815,112218408,BTLA
ENSG00000121848,1,145611036,145696218,RNF115
ENSG00000117281,1,145695798,145715614,CD160
ENSG00000123416,12,49521565,49525180,TUBA1B
ENSG00000167552,12,49578579,49583107,TUBA1A
ENSG00000161649,17,41924516,41940997,CD300LG
ENSG00000163606,3,112640056,112693969,CD200R1
ENSG00000167553,12,49582519,49667114,TUBA1C
ENSG00000164068,3,49726932,49758962,RNF123
ENSG00000111671,12,6980099,6998522,SPSB2
ENSG00000111679,12,7055631,7070479,PTPN6
ENSG00000158517,7,74188309,74203659,NCF1
ENSG00000182179,3,49842640,49851379,UBA7
ENSG00000183763,3,49866034,49894007,TRAIP
ENSG00000145675,5,67511548,67597649,PIK3R1
ENSG00000162739,1,160454820,160493052,SLAMF6
ENSG00000154001,14,63838075,64010092,PPP2R5E
ENSG00000026751,1,160709037,160724611,SLAMF7
ENSG00000224994,HSCHR6_MHC_COX,30284058,30304393,TRIM39
ENSG00000233904,HSCHR6_MHC_COX,30447104,30451842,HLA-E
ENSG00000203747,1,161511549,161600917,FCGR3A
ENSG00000072694,1,161551101,161648444,FCGR2B
ENSG00000161664,17,42247815,42256451,ASB16
ENSG00000198574,1,162365056,162381928,SH2D1B
ENSG00000143947,2,55459039,55462989,RPS27A
ENSG00000198821,1,167399877,167487847,CD247
ENSG00000188404,1,169659808,169680839,SELL
ENSG00000075945,1,169890467,170054349,KIFAP3
ENSG00000197959,1,171810621,172387606,DNM3
ENSG00000076321,1,173684080,173755840,KLHL20
ENSG00000180370,3,196466728,196559518,PAK2
ENSG00000120586,10,18098352,18200091,MRC1
ENSG00000116701,1,183524698,183560011,NCF2
ENSG00000151148,12,109915207,109974507,UBE3B
ENSG00000162924,2,61108656,61158745,REL
ENSG00000081237,1,198607801,198726545,PTPRC
ENSG00000262909,HG183_PATCH,62619655,62739428,SMURF2
ENSG00000264606,HG1293_PATCH,206072825,206087470,CTSE
ENSG00000264751,HG1322_PATCH,29794491,29798554,HLA-G
ENSG00000262964,HG1257_PATCH,72777496,72793039,TRIM50
ENSG00000261919,HG1257_PATCH,74238919,74254272,NCF1
ENSG00000268765,HG1424_PATCH,37640073,37673523,CYBB
ENSG00000268980,HG1433_PATCH,53275144,53429752,HUWE1
ENSG00000268897,HG1439_PATCH,100604435,100641183,BTK
ENSG00000266249,HG1287_PATCH,146414640,146425703,CD160
ENSG00000265491,HG1287_PATCH,146432834,146510487,RNF115
ENSG00000266332,HG1287_PATCH,150469086,150478933,FCGR1A
ENSG00000271438,HG1592_PATCH,106303102,106312014,IGHD
ENSG00000271541,HG1592_PATCH,106320581,106322555,IGHM
ENSG00000270452,HG1592_PATCH,106452921,106453420,IGHV1-2
ENSG00000271062,HG1592_PATCH,106504240,106504702,IGHV2-5
ENSG00000270398,HG1592_PATCH,106528488,106529020,IGHV3-7
ENSG00000271648,HG1592_PATCH,106582974,106583541,IGHV3-11
ENSG00000270676,HG1592_PATCH,106595879,106596409,IGHV3-13
ENSG00000271658,HG1079_PATCH,54597922,54605946,OSCAR
ENSG00000271562,HG1592_PATCH,106734945,106735477,IGHV3-23
ENSG00000270550,HG1592_PATCH,106801419,106801950,IGHV3-30
ENSG00000270565,HG1592_PATCH,106826130,106826661,IGHV3-33
ENSG00000271023,HG1592_PATCH,106840000,106840482,IGHV4-34
ENSG00000271083,HG1592_PATCH,106888048,106888555,IGHV4-39
ENSG00000271224,HG1592_PATCH,106977454,106978193,IGHV1-46
ENSG00000270597,HG1592_PATCH,107004149,107004681,IGHV3-48
ENSG00000271089,HG1592_PATCH,107059015,107059684,IGHV3-53
ENSG00000270668,HG1592_PATCH,107092129,107094162,IGHV4-59
ENSG00000271469,HG1592_PATCH,107181021,107181518,IGHV1-69
ENSG00000270376,HG1592_PATCH,107189912,107190430,IGHV2-70
