Gene stable ID,Chromosome/scaffold name,Gene start (bp),Gene end (bp),Gene name
ENSG00000278693,CHR_HSCHR14_7_CTG1,93934153,93976791,ASB2
ENSG00000224320,CHR_HSCHR6_MHC_COX_CTG1,29879141,29999464,HLA-A
ENSG00000232326,CHR_HSCHR6_MHC_SSTO_CTG1,32912700,32929495,TAP2
ENSG00000241910,CHR_HSCHR6_MHC_MCF_CTG1,32846263,32850548,HLA-DOB
ENSG00000274113,CHR_HSCHR19_4_CTG3_1,54315100,54321156,LILRA5
ENSG00000229929,CHR_HSCHR6_MHC_SSTO_CTG1,30316398,30333651,TRIM39
ENSG00000236418,CHR_HSCHR6_MHC_DBB_CTG1,32606510,32628863,HLA-DQA1
ENSG00000229741,CHR_HSCHR6_MHC_DBB_CTG1,32369461,32382615,BTNL2
ENSG00000206435,CHR_HSCHR6_MHC_SSTO_CTG1,31262172,31265564,HLA-C
ENSG00000277092,CHR_HSCHR19_4_CTG3_1,54341203,54347168,LILRA4
ENSG00000277181,CHR_HSCHR19_4_CTG3_1,54858645,54875417,KIR3DL2
ENSG00000223532,CHR_HSCHR6_MHC_COX_CTG1,31260536,31347723,HLA-B
ENSG00000206291,CHR_HSCHR6_MHC_QBL_CTG1,32993608,33009820,HLA-DPA1
ENSG00000235220,CHR_HSCHR6_MHC_DBB_CTG1,29720256,29736008,HLA-F
ENSG00000233192,CHR_HSCHR6_MHC_APD_CTG1,32781927,32787758,HLA-DQA2
ENSG00000225890,CHR_HSCHR6_MHC_MANN_CTG1,32780908,32803273,HLA-DQA1
ENSG00000241296,CHR_HSCHR6_MHC_SSTO_CTG1,33025327,33043825,HLA-DMB
ENSG00000242711,CHR_HSCHR6_MHC_APD_CTG1,32883408,32918836,PSMB9
ENSG00000231526,CHR_HSCHR6_MHC_SSTO_CTG1,32832954,32838824,HLA-DQA2
ENSG00000228964,CHR_HSCHR6_MHC_SSTO_CTG1,31262912,31350932,HLA-B
ENSG00000206301,CHR_HSCHR6_MHC_MCF_CTG1,32775123,32780991,HLA-DQA2
ENSG00000230308,CHR_HSCHR6_MHC_APD_CTG1,30390376,30407632,TRIM39
ENSG00000226173,CHR_HSCHR6_MHC_MANN_CTG1,32998969,33007738,TAP1
ENSG00000225201,CHR_HSCHR6_MHC_MCF_CTG1,30567930,30572668,HLA-E
ENSG00000281614,CHR_HG2232_PATCH,233059967,233207903,INPP5D
ENSG00000243189,CHR_HSCHR6_MHC_MANN_CTG1,33102388,33124507,HLA-DMA
ENSG00000206235,CHR_HSCHR6_MHC_MANN_CTG1,32975593,32992541,TAP2
ENSG00000243594,CHR_HSCHR6_MHC_QBL_CTG1,32772831,32808281,PSMB9
ENSG00000243496,CHR_HSCHR6_MHC_DBB_CTG1,32790888,32795173,HLA-DOB
ENSG00000236979,CHR_HSCHR6_MHC_MANN_CTG1,31628343,31632433,NCR3
ENSG00000233841,CHR_HSCHR6_MHC_COX_CTG1,31259794,31263175,HLA-C
ENSG00000223481,CHR_HSCHR6_MHC_DBB_CTG1,32799958,32816755,TAP2
ENSG00000224242,CHR_HSCHR6_MHC_SSTO_CTG1,32401346,32414522,BTNL2
ENSG00000196101,CHR_HSCHR6_MHC_QBL_CTG1,32449765,32462852,HLA-DRB3
ENSG00000226260,CHR_HSCHR6_MHC_MANN_CTG1,32478466,32483677,HLA-DRA
ENSG00000229493,CHR_HSCHR6_MHC_MANN_CTG1,32909857,32917296,HLA-DQB2
ENSG00000236632,CHR_HSCHR6_MHC_MANN_CTG1,30534109,30538847,HLA-E
ENSG00000206292,CHR_HSCHR6_MHC_QBL_CTG1,32932859,32938293,HLA-DOA
ENSG00000231558,CHR_HSCHR6_MHC_MANN_CTG1,33157934,33163367,HLA-DOA
ENSG00000275903,CHR_HSCHR17_7_CTG4,38553523,38565018,PSMB3
ENSG00000231834,CHR_HSCHR6_MHC_MANN_CTG1,29930208,29934849,HLA-A
ENSG00000237808,CHR_HSCHR6_MHC_COX_CTG1,31576297,31580387,NCR3
ENSG00000224748,CHR_HSCHR6_MHC_SSTO_CTG1,32935926,32944695,TAP1
ENSG00000240508,CHR_HSCHR6_MHC_MCF_CTG1,32877612,32913027,PSMB9
ENSG00000241386,CHR_HSCHR6_MHC_COX_CTG1,32735083,32739368,HLA-DOB
ENSG00000236177,CHR_HSCHR6_MHC_SSTO_CTG1,33205017,33221223,HLA-DPA1
ENSG00000230413,CHR_HSCHR6_MHC_COX_CTG1,29820648,29824817,HLA-G
ENSG00000280610,CHR_HG2066_PATCH,44761717,44873372,KIF15
ENSG00000230254,CHR_HSCHR6_MHC_SSTO_CTG1,30481701,30486439,HLA-E
ENSG00000239457,CHR_HSCHR6_MHC_SSTO_CTG1,32903640,32907925,HLA-DOB
ENSG00000228582,CHR_HSCHR6_MHC_COX_CTG1,32744153,32761098,TAP2
ENSG00000229698,CHR_HSCHR6_MHC_SSTO_CTG1,29720539,29736235,HLA-F
ENSG00000168384,CHR_HSCHR6_MHC_MCF_CTG1,33098041,33114235,HLA-DPA1
ENSG00000226826,CHR_HSCHR6_MHC_SSTO_CTG1,33216374,33227649,HLA-DPB1
ENSG00000235657,CHR_HSCHR6_MHC_DBB_CTG1,29879362,29999797,HLA-A
ENSG00000282172,CHR_HG2290_PATCH,88897232,88897784,IGKV5-2
ENSG00000282801,CHR_HG2290_PATCH,88947301,88947957,IGKV1-5
ENSG00000282823,CHR_HG2290_PATCH,89027171,89027731,IGKV3-11
ENSG00000282694,CHR_HG2290_PATCH,89040224,89040745,IGKV1-12
ENSG00000282447,CHR_HG2290_PATCH,89085177,89085787,IGKV3-15
ENSG00000282282,CHR_HG2290_PATCH,89099859,89100361,IGKV1-16
ENSG00000281978,CHR_HG2290_PATCH,89117342,89117844,IGKV1-17
ENSG00000282402,CHR_HG2290_PATCH,89142574,89143160,IGKV3-20
ENSG00000223833,CHR_HSCHR6_MHC_SSTO_CTG1,31579641,31583730,NCR3
ENSG00000282025,CHR_HG2290_PATCH,89221698,89222461,IGKV2-28
ENSG00000281933,CHR_HG2290_PATCH,89244781,89245596,IGKV2-30
ENSG00000282811,CHR_HG2290_PATCH,89266494,89268506,IGKV1-33
ENSG00000282120,CHR_HG2290_PATCH,89319625,89320146,IGKV1-39
ENSG00000154639,21,17513043,17593579,CXADR
ENSG00000227772,CHR_HSCHR6_MHC_SSTO_CTG1,31488846,31501875,MICB
ENSG00000232962,CHR_HSCHR6_MHC_COX_CTG1,32926465,32931899,HLA-DOA
ENSG00000243215,CHR_HSCHR6_MHC_SSTO_CTG1,33039313,33061428,HLA-DMA
ENSG00000229295,CHR_HSCHR6_MHC_MANN_CTG1,33230030,33241311,HLA-DPB1
ENSG00000158270,18,316737,500722,COLEC12
ENSG00000230705,CHR_HSCHR6_MHC_MCF_CTG1,32878685,32887454,TAP1
ENSG00000231631,CHR_HSCHR6_MHC_SSTO_CTG1,32931434,32935368,PSMB8
ENSG00000225412,CHR_HSCHR6_MHC_MANN_CTG1,32433363,32446554,BTNL2
ENSG00000241674,CHR_HSCHR6_MHC_QBL_CTG1,32863344,32881839,HLA-DMB
ENSG00000206299,CHR_HSCHR6_MHC_QBL_CTG1,32750528,32767476,TAP2
ENSG00000236490,CHR_HSCHR6_MHC_DBB_CTG1,33277619,33292309,TAPBP
ENSG00000224608,CHR_HSCHR6_MHC_MANN_CTG1,31312948,31400264,HLA-B
ENSG00000257473,CHR_HSCHR6_MHC_COX_CTG1,32565603,32671108,HLA-DQA2
ENSG00000228813,CHR_HSCHR6_MHC_DBB_CTG1,32735261,32742700,HLA-DQB2
ENSG00000224103,CHR_HSCHR6_MHC_COX_CTG1,32986539,33002744,HLA-DPA1
ENSG00000235346,CHR_HSCHR6_MHC_DBB_CTG1,29824187,29828345,HLA-G
ENSG00000231679,CHR_HSCHR6_MHC_COX_CTG1,32444128,32457245,HLA-DRB3
ENSG00000206509,CHR_HSCHR6_MHC_QBL_CTG1,29720222,29735978,HLA-F
ENSG00000229252,CHR_HSCHR6_MHC_DBB_CTG1,30479706,30484444,HLA-E
ENSG00000224212,CHR_HSCHR6_MHC_DBB_CTG1,32823186,32831955,TAP1
ENSG00000141447,18,24162045,24397880,OSBPL1A
ENSG00000230141,CHR_HSCHR6_MHC_MCF_CTG1,33037640,33043074,HLA-DOA
ENSG00000232126,CHR_HSCHR6_MHC_MCF_CTG1,31346626,31433637,HLA-B
ENSG00000223793,CHR_HSCHR6_MHC_DBB_CTG1,32720520,32726372,HLA-DQA2
ENSG00000284792,CHR_HG2334_PATCH,87863440,87966341,PTEN
ENSG00000226264,CHR_HSCHR6_MHC_DBB_CTG1,32912565,32931062,HLA-DMB
ENSG00000206298,CHR_HSCHR6_MHC_QBL_CTG1,32769412,32773398,PSMB8
ENSG00000176105,18,721588,812546,YES1
ENSG00000231372,CHR_HSCHR6_MHC_MANN_CTG1,31545102,31550607,MICB
ENSG00000237022,CHR_HSCHR6_MHC_MANN_CTG1,31312208,31315579,HLA-C
ENSG00000198862,21,28928144,28992956,LTN1
ENSG00000281221,CHR_HG2021_PATCH,39986432,39997031,PSMC4
ENSG00000112493,CHR_HSCHR6_MHC_COX_CTG1,33221298,33235989,TAPBP
ENSG00000215048,CHR_HSCHR6_MHC_QBL_CTG1,33004965,33016242,HLA-DPB1
ENSG00000206208,CHR_HSCHR6_MHC_MCF_CTG1,33470037,33484728,TAPBP
ENSG00000242685,CHR_HSCHR6_MHC_QBL_CTG1,32877327,32899448,HLA-DMA
ENSG00000232062,CHR_HSCHR6_MHC_SSTO_CTG1,32730753,32736617,HLA-DQA1
ENSG00000211662,22,22711689,22713203,IGLV3-21
ENSG00000206452,CHR_HSCHR6_MHC_QBL_CTG1,31258588,31261959,HLA-C
ENSG00000233904,CHR_HSCHR6_MHC_COX_CTG1,30479321,30484059,HLA-E
ENSG00000137403,CHR_HSCHR6_MHC_COX_CTG1,29716754,29732497,HLA-F
ENSG00000228254,CHR_HSCHR6_MHC_MCF_CTG1,32789880,32797319,HLA-DQB2
ENSG00000228284,CHR_HSCHR6_MHC_MCF_CTG1,32663658,32684403,HLA-DQA1
ENSG00000211677,22,22900976,22901437,IGLC2
ENSG00000230726,CHR_HSCHR6_MHC_MCF_CTG1,32515215,32520425,HLA-DRA
ENSG00000229597,CHR_HSCHR6_MHC_QBL_CTG1,32351409,32364583,BTNL2
ENSG00000278196,22,22822658,22823289,IGLV2-8
ENSG00000211659,22,22686726,22687271,IGLV3-25
ENSG00000211668,22,22792491,22793007,IGLV2-11
ENSG00000231823,CHR_HSCHR6_MHC_MANN_CTG1,32895064,32900625,HLA-DQA2
ENSG00000236443,CHR_HSCHR6_MHC_MANN_CTG1,32994477,32998463,PSMB8
ENSG00000196610,CHR_HSCHR6_MHC_QBL_CTG1,32684806,32692245,HLA-DQB2
ENSG00000224305,CHR_HSCHR6_MHC_COX_CTG1,32679790,32687227,HLA-DQB2
ENSG00000284126,CHR_HG2088_PATCH,99027438,99144100,SMURF1
ENSG00000230763,CHR_HSCHR6_MHC_MCF_CTG1,33109380,33120645,HLA-DPB1
ENSG00000227826,CHR_HSCHR6_MHC_MANN_CTG1,32574846,32589794,HLA-DRB4
ENSG00000237216,CHR_HSCHR6_MHC_MCF_CTG1,29823845,29828003,HLA-G
ENSG00000211673,22,22880706,22881396,IGLV3-1
ENSG00000239329,CHR_HSCHR6_MHC_MANN_CTG1,33088404,33106898,HLA-DMB
ENSG00000236884,CHR_HSCHR6_MHC_DBB_CTG1,32548950,32583052,HLA-DRB1
ENSG00000283777,CHR_HG30_PATCH,179679612,179732514,CANX
ENSG00000225103,CHR_HSCHR6_MHC_QBL_CTG1,32670013,32675872,HLA-DQA2
ENSG00000206306,CHR_HSCHR6_MHC_QBL_CTG1,32513411,32544028,HLA-DRB1
ENSG00000243719,CHR_HSCHR6_MHC_COX_CTG1,32870929,32893044,HLA-DMA
ENSG00000230034,CHR_HSCHR6_MHC_DBB_CTG1,32818694,32822680,PSMB8
ENSG00000237710,CHR_HSCHR6_MHC_DBB_CTG1,33053864,33065131,HLA-DPB1
ENSG00000100225,22,32474676,32498829,FBXO7
ENSG00000100365,22,36860988,36878017,NCF4
ENSG00000240118,CHR_HSCHR6_MHC_DBB_CTG1,32822113,32857517,PSMB9
ENSG00000225211,CHR_HSCHR6_MHC_MCF_CTG1,31665195,31669285,NCR3
ENSG00000136153,13,75620434,75859870,LMO7
ENSG00000226201,CHR_HSCHR6_MHC_MCF_CTG1,32874193,32878179,PSMB8
ENSG00000237103,CHR_HSCHR6_MHC_DBB_CTG1,31571039,31575129,NCR3
ENSG00000206297,CHR_HSCHR6_MHC_QBL_CTG1,32773904,32782673,TAP1
ENSG00000228987,CHR_HSCHR6_MHC_DBB_CTG1,32414554,32419764,HLA-DRA
ENSG00000228299,CHR_HSCHR6_MHC_DBB_CTG1,31260956,31264327,HLA-C
ENSG00000284510,CHR_HSCHR19KIR_CA01-TB01_CTG3_1,54738510,54753036,KIR2DL3
ENSG00000284401,CHR_HSCHR19KIR_CA01-TB01_CTG3_1,54769779,54784308,KIR2DL1
ENSG00000284236,CHR_HSCHR19KIR_HG2394_CTG3_1,54738477,54753024,KIR2DL3
ENSG00000284551,CHR_HSCHR19KIR_HG2394_CTG3_1,54769766,54784293,KIR2DL1
ENSG00000225691,CHR_HSCHR6_MHC_MCF_CTG1,31345885,31349256,HLA-C
ENSG00000284562,CHR_HSCHR19KIR_CA01-TB01_CTG3_1,54803603,54814519,KIR2DL4
ENSG00000211663,22,22720623,22721145,IGLV3-19
ENSG00000284206,CHR_HSCHR19KIR_HG2394_CTG3_1,54803569,54814519,KIR2DL4
ENSG00000284589,CHR_HSCHR19KIR_HG2394_CTG3_1,54816470,54830783,KIR3DL1
ENSG00000284466,CHR_HSCHR19KIR_CA01-TB01_CTG3_1,54877873,54894659,KIR3DL2
ENSG00000284046,CHR_HSCHR19KIR_HG2394_CTG3_1,54850469,54867221,KIR3DL2
ENSG00000235715,CHR_HSCHR6_MHC_COX_CTG1,32763034,32767021,PSMB8
ENSG00000237599,CHR_HSCHR6_MHC_MCF_CTG1,32855328,32872254,TAP2
ENSG00000227993,CHR_HSCHR6_MHC_COX_CTG1,32388087,32393254,HLA-DRA
ENSG00000211679,22,22906342,22906803,IGLC3
ENSG00000284333,CHR_HSCHR19KIR_7191059-1_CTG3_1,54738511,54753035,KIR2DL3
ENSG00000284347,CHR_HSCHR19KIR_7191059-1_CTG3_1,54769776,54784305,KIR2DL1
ENSG00000284241,CHR_HSCHR19KIR_7191059-2_CTG3_1,54738509,54753057,KIR2DL3
ENSG00000206449,CHR_HSCHR6_MHC_QBL_CTG1,31488393,31501409,MICB
ENSG00000284340,CHR_HSCHR19KIR_7191059-2_CTG3_1,54803544,54814494,KIR2DL4
ENSG00000284460,CHR_HSCHR19KIR_7191059-1_CTG3_1,54803507,54814530,KIR2DL4
ENSG00000284093,CHR_HSCHR19KIR_7191059-2_CTG3_1,54816446,54830759,KIR3DL1
ENSG00000101350,20,32277651,32335011,KIF3B
ENSG00000224770,CHR_HSCHR6_MHC_COX_CTG1,32342174,32355327,BTNL2
ENSG00000284192,CHR_HSCHR19KIR_7191059-2_CTG3_1,54850445,54867195,KIR3DL2
ENSG00000283827,CHR_HSCHR19KIR_7191059-1_CTG3_1,54816481,54830792,KIR3DL1
ENSG00000206308,CHR_HSCHR6_MHC_QBL_CTG1,32397298,32402508,HLA-DRA
ENSG00000206506,CHR_HSCHR6_MHC_QBL_CTG1,29824140,29828314,HLA-G
ENSG00000283951,CHR_HSCHR19KIR_7191059-1_CTG3_1,54850452,54867240,KIR3DL2
ENSG00000243067,CHR_HSCHR6_MHC_COX_CTG1,32766454,32801905,PSMB9
ENSG00000284504,CHR_HSCHR19KIR_0019-4656-A_CTG3_1,54738518,54753046,KIR2DL3
ENSG00000283723,CHR_HSCHR19KIR_0019-4656-A_CTG3_1,54769802,54784331,KIR2DL1
ENSG00000206240,CHR_HSCHR6_MHC_COX_CTG1,32508164,32538771,HLA-DRB1
ENSG00000211658,22,22668288,22668806,IGLV3-27
ENSG00000283961,CHR_HSCHR19KIR_0019-4656-A_CTG3_1,54803543,54814528,KIR2DL4
ENSG00000206305,CHR_HSCHR6_MHC_QBL_CTG1,32570792,32577071,HLA-DQA1
ENSG00000284013,CHR_HSCHR19KIR_HG2396_CTG3_1,54789901,54800883,KIR2DL4
ENSG00000282905,CHR_HG26_PATCH,38899736,38908929,NFKBIB
ENSG00000283954,CHR_HSCHR19KIR_0019-4656-A_CTG3_1,54816479,54830810,KIR3DL1
ENSG00000284342,CHR_HSCHR19KIR_HG2396_CTG3_1,54802834,54817144,KIR3DL1
ENSG00000284384,CHR_HSCHR19KIR_0019-4656-A_CTG3_1,54850262,54867032,KIR3DL2
ENSG00000282954,CHR_HG26_PATCH,38941437,38975778,FBXO17
ENSG00000284381,CHR_HSCHR19KIR_HG2396_CTG3_1,54836809,54853573,KIR3DL2
ENSG00000284100,CHR_HSCHR19KIR_502960008-2_CTG3_1,54769582,54784118,KIR2DL1
ENSG00000283986,CHR_HSCHR19KIR_502960008-2_CTG3_1,54803392,54814342,KIR2DL4
ENSG00000283790,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54738477,54753006,KIR2DL3
ENSG00000283729,CHR_HSCHR19KIR_502960008-2_CTG3_1,54816294,54830607,KIR3DL1
ENSG00000284213,CHR_HSCHR19KIR_502960008-2_CTG3_1,54849415,54866185,KIR3DL2
ENSG00000284044,CHR_HSCHR19KIR_CA04_CTG3_1,54738494,54753018,KIR2DL3
ENSG00000178462,10,5393101,5404828,TUBAL3
ENSG00000065675,10,6427143,6580301,PRKCQ
ENSG00000283708,CHR_HSCHR19KIR_502960008-1_CTG3_1,54738475,54752995,KIR2DL3
ENSG00000284145,CHR_HSCHR19KIR_502960008-1_CTG3_1,54769736,54784266,KIR2DL1
ENSG00000283869,CHR_HSCHR19KIR_502960008-1_CTG3_1,54803469,54814492,KIR2DL4
ENSG00000141665,18,74073353,74147843,FBXO15
ENSG00000130177,13,114234887,114272723,CDC16
ENSG00000283731,CHR_HSCHR19KIR_502960008-1_CTG3_1,54816443,54830754,KIR3DL1
ENSG00000285360,CHR_HG76_PATCH,12521983,12556166,LONRF1
ENSG00000283975,CHR_HSCHR19KIR_502960008-1_CTG3_1,54850414,54867200,KIR3DL2
ENSG00000284132,CHR_HSCHR19KIR_CA01-TA01_1_CTG3_1,54738510,54753069,KIR2DL3
ENSG00000284514,CHR_HSCHR19KIR_CA01-TA01_1_CTG3_1,54769810,54784338,KIR2DL1
ENSG00000065665,10,12129637,12169961,SEC61A2
ENSG00000284365,CHR_HSCHR19KIR_CA01-TA01_1_CTG3_1,54803554,54814536,KIR2DL4
ENSG00000284426,CHR_HSCHR19KIR_CA01-TA01_1_CTG3_1,54816487,54830797,KIR3DL1
ENSG00000284295,CHR_HSCHR19KIR_CA01-TA01_1_CTG3_1,54850462,54867223,KIR3DL2
ENSG00000166913,20,44885702,44908532,YWHAB
ENSG00000283996,CHR_HSCHR19KIR_CA01-TA01_2_CTG3_1,54738483,54753037,KIR2DL3
ENSG00000284530,CHR_HSCHR19KIR_CA01-TA01_2_CTG3_1,54769779,54784306,KIR2DL1
ENSG00000186654,22,44668547,44737681,PRR5
ENSG00000284509,CHR_HSCHR19KIR_CA01-TA01_2_CTG3_1,54803507,54814530,KIR2DL4
ENSG00000284177,CHR_HSCHR19KIR_CA01-TA01_2_CTG3_1,54816481,54830792,KIR3DL1
ENSG00000284063,CHR_HSCHR19KIR_CA01-TA01_2_CTG3_1,54850452,54867238,KIR3DL2
ENSG00000283702,CHR_HSCHR19KIR_0010-5217-AB_CTG3_1,54738476,54753016,KIR2DL3
ENSG00000165168,X,37780059,37813461,CYBB
ENSG00000284457,CHR_HSCHR19KIR_0019-4656-B_CTG3_1,54833970,54844886,KIR2DL4
ENSG00000198033,13,19173772,19181824,TUBA3C
ENSG00000260314,10,17809348,17911164,MRC1
ENSG00000284528,CHR_HSCHR19KIR_HG2393_CTG3_1,54815973,54832763,KIR3DL2
ENSG00000130985,X,47190861,47215128,UBA1
ENSG00000124226,20,49936336,49953885,RNF114
ENSG00000127585,16,692498,705808,FBXL16
ENSG00000150637,18,69831158,69961803,CD226
ENSG00000284916,CHR_HG1_PATCH,24136162,24138966,PSME1
ENSG00000090889,X,70290104,70420886,KIF4A
ENSG00000284889,CHR_HG1_PATCH,24143361,24147569,PSME2
ENSG00000134900,13,102596986,102679958,TPP2
ENSG00000132109,11,4384897,4393702,TRIM21
ENSG00000144635,3,32525974,32570858,DYNC1LI1
ENSG00000132359,17,2755705,3037741,RAP1GAP2
ENSG00000211666,22,22758700,22759218,IGLV2-14
ENSG00000100387,22,40951347,40973309,RBX1
ENSG00000211660,22,22697789,22698407,IGLV2-23
ENSG00000100351,22,39901084,39973721,GRAP2
ENSG00000101182,20,62136733,62143440,PSMA7
ENSG00000160223,21,44217014,44240966,ICOSLG
ENSG00000197646,9,5510531,5571282,PDCD1LG2
ENSG00000176624,18,51174550,51218333,MEX3C
ENSG00000131653,16,2155698,2178129,TRAF7
ENSG00000072401,10,58334979,58370751,UBE2D1
ENSG00000165501,14,49598761,49614672,LRR1
ENSG00000165572,13,41127569,41132802,KBTBD6
ENSG00000184787,21,44768580,44801826,UBE2G2
ENSG00000120696,13,41189834,41194569,KBTBD7
ENSG00000160255,21,44885953,44931989,ITGB2
ENSG00000288516,CHR_HG109_PATCH,14092006,14118402,PRKACA
ENSG00000100519,14,52707178,52728590,PSMC6
ENSG00000198642,9,21329665,21335404,KLHL9
ENSG00000120217,9,5450503,5470566,CD274
ENSG00000103266,16,680224,682870,STUB1
ENSG00000154001,14,63371364,63543377,PPP2R5E
ENSG00000180537,6,13924446,13980310,RNF182
ENSG00000182247,3,23203020,23591794,UBE2E2
ENSG00000101843,X,108084207,108091549,PSMD10
ENSG00000170759,10,32009015,32056425,KIF5B
ENSG00000154359,8,12721906,12756073,LONRF1
ENSG00000112763,6,26457904,26476621,BTN2A1
ENSG00000078967,7,43926436,43956136,UBE2D4
ENSG00000015285,X,48676596,48691427,WAS
ENSG00000107295,9,17579066,17797124,SH3GL2
ENSG00000150045,12,9827481,9845007,KLRF1
ENSG00000059145,16,1363205,1414751,UNKL
ENSG00000185651,22,21549447,21624034,UBE2L3
ENSG00000127870,13,26132115,26222314,RNF6
ENSG00000101096,20,51386957,51562831,NFATC2
ENSG00000167965,16,2204248,2209453,MLST8
ENSG00000147010,X,19533977,19887600,SH3KBP1
ENSG00000134539,12,10226058,10329608,KLRD1
ENSG00000109046,17,27294076,27315926,WSB1
ENSG00000204599,6,30326479,30343729,TRIM39
ENSG00000111796,12,9594551,9607916,KLRB1
ENSG00000069493,12,9664969,9699553,CLEC2D
ENSG00000141968,19,6772708,6857366,VAV1
ENSG00000003096,X,117897813,118117340,KLHL13
ENSG00000005812,13,76992598,77027195,FBXL3
ENSG00000172175,18,58671465,58754477,MALT1
ENSG00000206503,6,29941260,29945884,HLA-A
ENSG00000171621,1,9292894,9369532,SPSB1
ENSG00000213809,12,10372353,10391874,KLRK1
ENSG00000101162,20,59019429,59026654,TUBB1
ENSG00000176014,18,12307669,12344320,TUBB6
ENSG00000149177,11,47980558,48170841,PTPRJ
ENSG00000102245,X,136648158,136660390,CD40LG
ENSG00000198881,X,64224194,64230607,ASB12
ENSG00000108578,17,30248203,30292056,BLMH
ENSG00000007944,6,16129086,16148248,MYLIP
ENSG00000154611,18,26133852,26193355,PSMA8
ENSG00000102858,16,4616493,4690974,MGRN1
ENSG00000244687,20,50081124,50115959,UBE2V1
ENSG00000131196,18,79395856,79529325,NFATC1
ENSG00000175104,11,36483769,36510272,TRAF6
ENSG00000155629,10,96593315,96720514,PIK3AP1
ENSG00000096433,6,33620365,33696574,ITPR3
ENSG00000198668,14,90396502,90408268,CALM1
ENSG00000106803,9,99222064,99230615,SEC61B
ENSG00000049245,1,7771296,7781432,VAMP3
ENSG00000198502,6,32517353,32530287,HLA-DRB5
ENSG00000006125,17,35578046,35726413,AP2B1
ENSG00000213341,10,100188300,100229596,CHUK
ENSG00000171608,1,9651731,9729114,PIK3CD
ENSG00000173039,11,65653597,65663090,RELA
ENSG00000168301,3,58492096,58502360,KCTD6
ENSG00000134758,18,32091874,32131561,RNF138
ENSG00000104671,8,30156319,30183639,DCTN6
ENSG00000166167,10,101354033,101557321,BTRC
ENSG00000196126,6,32578769,32589848,HLA-DRB1
ENSG00000158560,7,95772506,96110322,DYNC1I1
ENSG00000177981,12,48147789,48181213,ASB8
ENSG00000172575,15,38488103,38565575,RASGRP1
ENSG00000213445,11,65638101,65650918,SIPA1
ENSG00000078747,20,34363241,34540748,ITCH
ENSG00000049759,18,58044226,58401540,NEDD4L
ENSG00000183580,5,15500180,15939795,FBXL7
ENSG00000188056,6,41228339,41238882,TREML4
ENSG00000197122,20,37344685,37406050,SRC
ENSG00000161911,6,41149342,41154337,TREML1
ENSG00000163808,3,44761721,44873376,KIF15
ENSG00000100764,14,90256527,90275429,PSMC1
ENSG00000169139,8,48008415,48064708,UBE2V2
ENSG00000164327,5,38937920,39074399,RICTOR
ENSG00000092531,15,42491233,42545356,SNAP23
ENSG00000132879,1,11654375,11663327,FBXO44
ENSG00000196470,16,48356364,48448402,SIAH1
ENSG00000197548,3,11272309,11557665,ATG7
ENSG00000107829,10,101610664,101695295,FBXW4
ENSG00000063978,4,2462220,2625320,RNF4
ENSG00000182179,3,49805209,49813953,UBA7
ENSG00000100628,14,93934166,93976739,ASB2
ENSG00000185019,20,3107573,3160196,UBOX5
ENSG00000254087,8,55879835,56014169,LYN
ENSG00000198793,1,11106535,11262551,MTOR
ENSG00000005981,7,95478444,95540233,ASB4
ENSG00000211949,14,106268606,106269140,IGHV3-23
ENSG00000065618,10,104031286,104085880,COL17A1
ENSG00000211956,14,106373663,106374145,IGHV4-34
ENSG00000132432,7,54752250,54759974,SEC61G
ENSG00000108344,17,39980807,39997959,PSMD3
ENSG00000151876,5,41925254,41941743,FBXO4
ENSG00000164692,7,94394895,94431227,COL1A2
ENSG00000125818,20,1113240,1189415,PSMF1
ENSG00000148331,9,129634604,129642169,ASB6
ENSG00000100902,14,35278633,35317493,PSMA6
ENSG00000116663,1,11664200,11674354,FBXO6
ENSG00000088832,20,1368977,1393164,FKBP1A
ENSG00000170315,17,16380798,16382745,UBB
ENSG00000277791,17,38752741,38764225,PSMB3
ENSG00000103657,15,63608618,63833948,HERC1
ENSG00000077721,X,119574536,119591083,UBE2A
ENSG00000130560,9,135932969,135961373,UBAC1
ENSG00000100600,14,92703807,92748679,LGMN
ENSG00000108306,17,39252663,39402523,FBXL20
ENSG00000165025,9,90801787,90898549,SYK
ENSG00000211955,14,106359793,106360324,IGHV3-33
ENSG00000270550,14,106335082,106335613,IGHV3-30
ENSG00000124731,6,41267926,41286682,TREM1
ENSG00000196405,14,99971449,100144236,EVL
ENSG00000076641,8,80967810,81112068,PAG1
ENSG00000180233,7,30284597,30367689,ZNRF2
ENSG00000131966,14,58200080,58235636,ACTR10
ENSG00000174130,4,38823715,38856817,TLR6
ENSG00000211942,14,106129540,106130072,IGHV3-13
ENSG00000099910,22,20441519,20495844,KLHL22
ENSG00000162413,1,6590724,6614607,KLHL21
ENSG00000178502,17,41848518,41865423,KLHL11
ENSG00000183918,X,124227868,124373197,SH2D1A
ENSG00000139626,12,53191323,53207282,ITGB7
ENSG00000161040,7,102813230,103074843,FBXL13
ENSG00000135720,16,66720893,66751609,DYNC1LI2
ENSG00000078304,14,101761798,101927989,PPP2R5C
ENSG00000161800,12,49976923,50033136,RACGAP1
ENSG00000136930,9,124353465,124415444,PSMB7
ENSG00000106367,7,101154456,101161596,AP1S1
ENSG00000135218,7,80369575,80679277,CD36
