Gene stable ID,Chromosome/scaffold name,Gene start (bp),Gene end (bp),Gene name
ENSG00000101182,20,62136733,62143440,PSMA7
ENSG00000180483,20,31377164,31390590,DEFB119
ENSG00000108405,17,3896592,3916476,P2RX1
ENSG00000101558,18,9914016,9960021,VAPA
ENSG00000100243,22,42617840,42649392,CYB5R3
ENSG00000118271,18,31557009,31598833,TTR
ENSG00000215182,11,1157953,1201138,MUC5AC
ENSG00000099817,19,1086574,1095380,POLR2E
ENSG00000141959,21,44300051,44327376,PFKL
ENSG00000101439,20,23626706,23638473,CST3
ENSG00000072401,10,58334979,58370751,UBE2D1
ENSG00000196415,19,840999,848175,PRTN3
ENSG00000160255,21,44885953,44931989,ITGB2
ENSG00000288516,CHR_HG109_PATCH,14092006,14118402,PRKACA
ENSG00000285379,CHR_HG1_PATCH,24336024,24340021,RIPK3
ENSG00000091592,17,5499427,5619424,NLRP1
ENSG00000100519,14,52707178,52728590,PSMC6
ENSG00000147885,9,21216373,21217311,IFNA16
ENSG00000188379,9,21384255,21385398,IFNA2
ENSG00000059804,12,7919230,7936187,SLC2A3
ENSG00000121691,11,34438934,34472060,CAT
ENSG00000204548,20,31404845,31412838,DEFB121
ENSG00000120235,9,21349835,21351378,IFNA6
ENSG00000091317,3,32481312,32502852,CMTM6
ENSG00000112799,6,6588108,6654983,LY86
ENSG00000125999,20,33273480,33309871,BPIFB1
ENSG00000128340,22,37225270,37244448,RAC2
ENSG00000239264,6,7881517,7910788,TXNDC5
ENSG00000124256,20,57603846,57620576,ZBP1
ENSG00000232948,8,12310962,12318316,DEFB130A
ENSG00000164821,8,6935820,6938306,DEFA4
ENSG00000177023,8,7470308,7475082,DEFB104B
ENSG00000012779,10,45374176,45446119,ALOX5
ENSG00000106100,7,30424527,30478784,NOD1
ENSG00000101843,X,108084207,108091549,PSMD10
ENSG00000166523,12,8533305,8540905,CLEC4E
ENSG00000171855,9,21077104,21077942,IFNB1
ENSG00000148606,10,77969251,78029515,POLR3A
ENSG00000015285,X,48676596,48691427,WAS
ENSG00000100345,22,36281280,36387967,MYH9
ENSG00000233816,9,21367424,21368962,IFNA13
ENSG00000214042,9,21201469,21202205,IFNA7
ENSG00000234829,9,21227243,21228222,IFNA17
ENSG00000100030,22,21759657,21867680,MAPK1
ENSG00000171860,12,8056844,8066359,C3AR1
ENSG00000101152,20,63895126,63936031,DNAJC5
ENSG00000131050,20,33161768,33181412,BPIFA2
ENSG00000179869,7,48171458,48647497,ABCA13
ENSG00000198129,8,7495911,7509311,DEFB107B
ENSG00000176797,8,7881392,7882663,DEFB103A
ENSG00000101096,20,51386957,51562831,NFATC2
ENSG00000164816,8,7055304,7056739,DEFA5
ENSG00000134539,12,10226058,10329608,KLRD1
ENSG00000173391,12,10158301,10172138,OLR1
ENSG00000142185,21,44350163,44443081,TRPM2
ENSG00000166527,12,8509475,8522366,CLEC4D
ENSG00000101856,X,119236245,119244466,PGRMC1
ENSG00000141968,19,6772708,6857366,VAV1
ENSG00000186572,8,7811720,7815716,DEFB107A
ENSG00000172175,18,58671465,58754477,MALT1
ENSG00000206503,6,29941260,29945884,HLA-A
ENSG00000160072,1,1471765,1497848,ATAD3B
ENSG00000176782,8,7836436,7841242,DEFB104A
ENSG00000177257,8,7414855,7416863,DEFB4B
ENSG00000103381,16,12659799,12803887,CPPED1
ENSG00000129988,20,38346482,38377013,LBP
ENSG00000068650,13,112690038,112887168,ATP11A
ENSG00000235568,22,42380407,42432403,NFAM1
ENSG00000172243,12,10116777,10130258,CLEC7A
ENSG00000137080,9,21165637,21166660,IFNA21
ENSG00000170345,14,75278826,75282230,FOS
ENSG00000172322,12,9951316,9995694,CLEC12A
ENSG00000167658,19,3976056,3985463,EEF2
ENSG00000165416,13,52652709,52700909,SUGT1
ENSG00000100324,22,39399778,39437060,TAB1
ENSG00000131100,22,17592136,17628749,ATP6V1E1
ENSG00000197919,9,21440439,21441316,IFNA1
ENSG00000198168,11,22813799,22830299,SVIP
ENSG00000142583,1,9035106,9088478,SLC2A5
ENSG00000213809,12,10372353,10391874,KLRK1
ENSG00000005339,16,3725054,3880713,CREBBP
ENSG00000171791,18,63123346,63320128,BCL2
ENSG00000069424,1,5990927,6101193,KCNAB2
ENSG00000181143,19,8848844,8981342,MUC16
ENSG00000080815,14,73136418,73223691,PSEN1
ENSG00000149177,11,47980558,48170841,PTPRJ
ENSG00000008394,12,16347142,16609259,MGST1
ENSG00000205846,12,8455962,8478330,CLEC6A
ENSG00000120885,8,27596917,27614700,CLU
ENSG00000164825,8,6870592,6877936,DEFB1
ENSG00000108219,10,80454166,80533124,TSPAN14
ENSG00000147533,8,41490396,41510980,GOLGA7
ENSG00000105514,19,11322068,11346270,RAB3D
ENSG00000134765,18,31129236,31162856,DSC1
ENSG00000123146,19,14380501,14408725,ADGRE5
ENSG00000171711,8,7894677,7896716,DEFB4A
ENSG00000134760,18,31318160,31359246,DSG1
ENSG00000177243,8,7428888,7430348,DEFB103B
ENSG00000154611,18,26133852,26193355,PSMA8
ENSG00000167996,11,61959718,61967634,FTH1
ENSG00000131381,3,15070073,15099163,RBSN
ENSG00000244687,20,50081124,50115959,UBE2V1
ENSG00000120875,8,29333064,29350684,DUSP4
ENSG00000131196,18,79395856,79529325,NFATC1
ENSG00000175104,11,36483769,36510272,TRAF6
ENSG00000101307,20,1561385,1620061,SIRPB1
ENSG00000273749,15,22867052,22981063,CYFIP1
ENSG00000110442,11,36269284,36289449,COMMD9
ENSG00000139946,14,56117814,56301524,PELI2
ENSG00000120054,10,100042193,100081869,CPN1
ENSG00000134996,9,75088514,75147265,OSTF1
ENSG00000239839,8,7015869,7018297,DEFA3
ENSG00000100413,22,41525799,41544606,POLR3H
ENSG00000186579,8,7825139,7829053,DEFB106A
ENSG00000131355,19,14619117,14690027,ADGRE3
ENSG00000196419,22,41621163,41664048,XRCC6
ENSG00000147416,8,20197381,20226819,ATP6V1B2
ENSG00000186599,8,7487679,7489593,DEFB105B
ENSG00000096433,6,33620365,33696574,ITPR3
ENSG00000130038,12,3606633,3764819,CRACR2A
ENSG00000198668,14,90396502,90408268,CALM1
ENSG00000023697,12,15911302,16037381,DERA
ENSG00000085063,11,33703010,33736479,CD59
ENSG00000161031,19,15468645,15498956,PGLYRP2
ENSG00000134827,11,59852800,59866489,TCN1
ENSG00000153395,5,1456480,1523962,LPCAT1
ENSG00000149516,11,60056587,60071115,MS4A3
ENSG00000255587,6,36697826,36733184,RAB44
ENSG00000213341,10,100188300,100229596,CHUK
ENSG00000145555,5,16661907,16936288,MYO10
ENSG00000136810,9,110243810,110256507,TXN
ENSG00000058600,16,22297375,22335101,POLR3E
ENSG00000173039,11,65653597,65663090,RELA
ENSG00000163993,4,6693878,6697170,S100P
ENSG00000164822,8,6924697,6926076,DEFA6
ENSG00000166167,10,101354033,101557321,BTRC
ENSG00000170266,3,32996609,33097202,GLB1
ENSG00000172575,15,38488103,38565575,RASGRP1
ENSG00000198053,20,1894167,1940592,SIRPA
ENSG00000149636,20,36751791,36773818,DSN1
ENSG00000057149,18,63655197,63661893,SERPINB3
ENSG00000078747,20,34363241,34540748,ITCH
ENSG00000013364,16,29820394,29848039,MVP
ENSG00000023318,9,99979185,100099000,ERP44
ENSG00000126767,X,47635521,47650604,ELK1
ENSG00000103544,16,19555240,19706793,VPS35L
ENSG00000197122,20,37344685,37406050,SRC
ENSG00000100764,14,90256527,90275429,PSMC1
ENSG00000092531,15,42491233,42545356,SNAP23
ENSG00000197548,3,11272309,11557665,ATG7
ENSG00000182179,3,49805209,49813953,UBA7
ENSG00000110719,11,68039025,68050895,TCIRG1
ENSG00000013563,X,154401236,154412112,DNASE1L1
ENSG00000254087,8,55879835,56014169,LYN
ENSG00000211892,14,105620506,105626066,IGHG4
ENSG00000211949,14,106268606,106269140,IGHV3-23
ENSG00000100784,14,90847861,91060641,RPS6KA5
ENSG00000174123,4,38772238,38782990,TLR10
ENSG00000112936,5,40909497,40984643,C7
ENSG00000171552,20,31664452,31723989,BCL2L1
ENSG00000211956,14,106373663,106374145,IGHV4-34
ENSG00000171314,10,97426191,97433444,PGAM1
ENSG00000006534,11,68008578,68029282,ALDH3B1
ENSG00000188130,22,50245450,50261716,MAPK12
ENSG00000108344,17,39980807,39997959,PSMD3
ENSG00000168884,4,2741648,2756342,TNIP2
ENSG00000125818,20,1113240,1189415,PSMF1
ENSG00000185386,22,50263713,50270767,MAPK11
ENSG00000161634,12,54644589,54648493,DCD
ENSG00000169919,7,65960684,65982215,GUSB
ENSG00000118004,2,3594832,3644644,COLEC11
ENSG00000123570,X,103822327,103832257,RAB9B
ENSG00000100902,14,35278633,35317493,PSMA6
ENSG00000100985,20,46008908,46016561,MMP9
ENSG00000171475,17,40219304,40284136,WIPF2
ENSG00000169550,11,26559032,26572263,MUC15
ENSG00000170315,17,16380798,16382745,UBB
ENSG00000277791,17,38752741,38764225,PSMB3
ENSG00000196664,X,12867072,12890361,TLR7
ENSG00000211893,14,105639559,105644790,IGHG2
ENSG00000211891,14,105597691,105601728,IGHE
ENSG00000158195,1,27404230,27490167,WASF2
ENSG00000131323,14,102777449,102911500,TRAF3
ENSG00000100600,14,92703807,92748679,LGMN
ENSG00000084674,2,21001429,21044073,APOB
ENSG00000241839,15,64841883,64868002,PLEKHO2
ENSG00000095015,5,56815549,56896152,MAP3K1
ENSG00000148175,9,121338987,121370304,STOM
ENSG00000114738,3,50611520,50649291,MAPKAPK3
ENSG00000165025,9,90801787,90898549,SYK
ENSG00000211955,14,106359793,106360324,IGHV3-33
ENSG00000100142,22,37952607,38041915,POLR2F
ENSG00000101160,20,58985686,59008238,CTSZ
ENSG00000270550,14,106335082,106335613,IGHV3-30
ENSG00000169403,1,28147166,28193936,PTAFR
ENSG00000106244,7,99392048,99408597,PDAP1
ENSG00000117676,1,26529761,26575030,RPS6KA1
ENSG00000181481,17,30970984,30999911,RNF135
ENSG00000124731,6,41267926,41286682,TREM1
ENSG00000228083,9,21239002,21240005,IFNA14
ENSG00000186803,9,21206181,21207143,IFNA10
ENSG00000180210,11,46719196,46739506,F2
ENSG00000102970,16,57404767,57416063,CCL17
ENSG00000166634,18,63542369,63569329,SERPINB12
ENSG00000033327,11,78215293,78418348,GAB2
ENSG00000168036,3,41194741,41260096,CTNNB1
ENSG00000241685,7,99325898,99366262,ARPC1A
ENSG00000135605,4,48135783,48269838,TEC
ENSG00000131966,14,58200080,58235636,ACTR10
ENSG00000174130,4,38823715,38856817,TLR6
ENSG00000211942,14,106129540,106130072,IGHV3-13
ENSG00000110218,11,94128841,94181968,PANX1
ENSG00000049860,5,74640023,74722647,HEXB
ENSG00000007171,17,27756766,27800529,NOS2
ENSG00000118113,11,102711796,102727050,MMP8
ENSG00000028137,1,12166991,12209228,TNFRSF1B
ENSG00000214078,20,35626031,35664956,CPNE1
ENSG00000023445,11,102317450,102339403,BIRC3
ENSG00000102962,16,57358783,57366189,CCL22
ENSG00000172057,17,39921041,39927601,ORMDL3
ENSG00000253729,8,47773111,47960178,PRKDC
ENSG00000131473,17,41866917,41930542,ACLY
ENSG00000136930,9,124353465,124415444,PSMB7
ENSG00000101916,X,12906620,12923169,TLR8
ENSG00000113273,5,78777209,78986087,ARSB
ENSG00000135218,7,80369575,80679277,CD36
ENSG00000186575,22,29603556,29698598,NF2
ENSG00000085265,9,134903232,134917912,FCN1
ENSG00000144744,3,69054730,69080408,UBA3
ENSG00000124107,20,45252239,45254564,SLPI
ENSG00000135341,6,90513573,90587072,MAP3K7
ENSG00000211941,14,106116635,106117204,IGHV3-11
ENSG00000110934,12,51281038,51324668,BIN2
ENSG00000096384,6,44246166,44253888,HSP90AB1
ENSG00000171132,2,45651345,46187990,PRKCE
ENSG00000104825,19,38899700,38908893,NFKBIB
ENSG00000108828,17,43014607,43025123,VAT1
ENSG00000127191,9,136881912,136926607,TRAF2
ENSG00000126067,1,35599541,35641526,PSMB2
ENSG00000197943,16,81739097,81962685,PLCG2
ENSG00000123268,12,50763710,50821162,ATF1
ENSG00000132906,1,15490832,15526534,CASP9
ENSG00000164687,8,81280536,81284777,FABP5
ENSG00000108861,17,43766125,43778977,DUSP3
ENSG00000154589,8,73991392,74029079,LY96
ENSG00000140284,15,50182196,50236385,SLC27A2
ENSG00000249139,20,45534196,45547662,EPPIN-WFDC6
ENSG00000101448,20,45540626,45547752,EPPIN
ENSG00000103196,16,84819985,84920768,CRISPLD2
ENSG00000001561,6,46129989,46146688,ENPP4
ENSG00000100804,14,23016543,23035230,PSMB5
ENSG00000222028,14,23042212,23044060,PSMB11
ENSG00000090382,12,69348381,69354234,LYZ
ENSG00000137713,11,111726908,111766389,PPP2R1B
ENSG00000240972,22,23894383,23895227,MIF
ENSG00000174125,4,38790677,38856817,TLR1
ENSG00000114021,3,100334739,100361635,NIT2
ENSG00000100284,22,35299275,35347992,TOM1
ENSG00000130725,19,58555712,58558954,UBE2M
ENSG00000086548,19,41750977,41772211,CEACAM6
ENSG00000163736,4,73986439,73988190,PPBP
ENSG00000011422,19,43646095,43670547,PLAUR
ENSG00000173801,17,41754604,41786931,JUP
ENSG00000172551,12,54830518,54896008,MUCL1
ENSG00000167768,12,52674736,52680407,KRT1
ENSG00000134061,5,67179613,67196799,CD180
ENSG00000170956,19,41796587,41811554,CEACAM3
ENSG00000131467,17,42824385,42843760,PSME3
ENSG00000160293,9,133761894,133992604,VAV2
ENSG00000160505,19,55836540,55881855,NLRP4
ENSG00000184216,X,154010506,154019902,IRAK1
ENSG00000041357,15,78540405,78552417,PSMA4
ENSG00000121410,19,58345178,58353492,A1BG
ENSG00000078140,4,39698109,39782792,UBE2K
ENSG00000163739,4,73869393,73871308,CXCL1
ENSG00000010671,X,101349447,101390796,BTK
ENSG00000088888,20,3846799,3876123,MAVS
ENSG00000248385,19,54069895,54081365,TARM1
ENSG00000111530,12,67269358,67319953,CAND1
ENSG00000160339,9,134880810,134887523,FCN2
ENSG00000100604,14,92923150,92935285,CHGA
ENSG00000110057,11,67991100,68004982,UNC93B1
ENSG00000186458,20,257724,261096,DEFB132
ENSG00000127922,7,96481626,96709891,SEM1
ENSG00000100504,14,50857891,50944483,PYGL
ENSG00000236637,9,21186694,21187671,IFNA4
ENSG00000120242,9,21409117,21410185,IFNA8
ENSG00000136869,9,117704175,117724735,TLR4
ENSG00000139318,12,89347235,89352501,DUSP6
ENSG00000116039,2,70935900,70965431,ATP6V1B1
ENSG00000134830,19,47332175,47347329,C5AR2
ENSG00000104043,15,49858238,50182817,ATP8B4
ENSG00000105220,19,34359480,34402413,GPI
ENSG00000196136,14,94612384,94624055,SERPINA3
ENSG00000108771,17,42101404,42112714,DHX58
ENSG00000099940,22,20859007,20891214,SNAP29
ENSG00000145703,5,76403285,76708132,IQGAP2
ENSG00000147669,8,100150623,100154003,POLR2K
ENSG00000145782,5,115828200,115841837,ATG12
ENSG00000148346,9,128149071,128153453,LCN2
ENSG00000095970,6,41158506,41163186,TREM2
ENSG00000104312,8,89757806,89791064,RIPK2
ENSG00000186431,19,54874235,54891420,FCAR
ENSG00000197561,19,851014,856247,ELANE
ENSG00000126759,X,47623172,47630305,CFP
ENSG00000215301,X,41333348,41364472,DDX3X
ENSG00000080824,14,102080742,102139699,HSP90AA1
ENSG00000051523,16,88643289,88651054,CYBA
ENSG00000119655,14,74476192,74494177,NPC2
ENSG00000077150,10,102394110,102402524,NFKB2
ENSG00000101336,20,32052197,32101856,HCK
ENSG00000141012,16,88813734,88856970,GALNS
ENSG00000112299,6,132680849,132714055,VNN1
ENSG00000100299,22,50622754,50628173,ARSA
ENSG00000122861,10,73909177,73917496,PLAU
ENSG00000166428,14,104924713,104937761,PLD4
ENSG00000105568,19,52190048,52229518,PPP2R1A
ENSG00000198931,16,88809339,88811937,APRT
ENSG00000203805,10,120457227,120592065,PLPP4
ENSG00000211640,22,22195799,22196276,IGLV6-57
ENSG00000068878,2,53864069,53970993,PSME4
ENSG00000211644,22,22322472,22322969,IGLV1-51
ENSG00000211648,22,22357739,22358260,IGLV1-47
ENSG00000064601,20,45890144,45898949,CTSA
ENSG00000211651,22,22380766,22381347,IGLV1-44
ENSG00000211652,22,22395018,22395489,IGLV7-43
ENSG00000211653,22,22409766,22410282,IGLV1-40
ENSG00000109971,11,123057489,123063230,HSPA8
ENSG00000103035,16,74296814,74306288,PSMD7
ENSG00000143954,2,79025686,79028505,REG3G
ENSG00000198805,14,20468954,20477089,PNP
ENSG00000035403,10,73995193,74121363,VCL
ENSG00000103187,16,84565596,84618078,COTL1
ENSG00000169413,14,20781268,20782467,RNASE6
ENSG00000169385,14,20955487,20956436,RNASE2
ENSG00000165799,14,21042316,21044234,RNASE7
ENSG00000173431,14,21057822,21058455,RNASE8
ENSG00000105383,19,51225064,51243860,CD33
ENSG00000166226,12,69585426,69601570,CCT2
ENSG00000105929,7,138706294,138799560,ATP6V0A4
ENSG00000055208,6,149218641,149411613,TAB2
ENSG00000178372,10,5498697,5499570,CALML5
ENSG00000176407,2,84971093,85059472,KCMF1
ENSG00000269335,X,154541199,154565046,IKBKG
ENSG00000057608,10,5765223,5842132,GDI2
ENSG00000205220,16,67934506,67936864,PSMB10
ENSG00000123728,X,132203024,132219480,RAP2C
ENSG00000204936,19,43353686,43363172,CD177
ENSG00000084072,1,39692182,39763914,PPIE
ENSG00000167578,19,40778216,40796942,RAB4B
ENSG00000113600,5,39284140,39424868,C9
ENSG00000071242,6,166409364,166906451,RPS6KA2
ENSG00000085365,5,78360611,78480739,SCAMP1
ENSG00000155093,7,157539056,158587823,PTPRN2
ENSG00000137575,8,58552924,58582859,SDCBP
ENSG00000114573,3,113747033,113812056,ATP6V1A
ENSG00000106804,9,120952335,121050275,C5
ENSG00000177889,12,93405673,93441947,UBE2N
ENSG00000119396,9,121178133,121223014,RAB14
ENSG00000167984,16,3539033,3577403,NLRC3
ENSG00000057663,6,106045423,106325791,ATG5
ENSG00000155097,8,103021063,103073051,ATP6V1C1
ENSG00000186191,20,33079643,33111751,BPIFB4
ENSG00000117971,15,78624111,78727754,CHRNB4
ENSG00000102393,X,101393273,101408012,GLA
ENSG00000180383,20,31465471,31476757,DEFB124
ENSG00000124181,20,41136960,41196801,PLCG1
ENSG00000140368,15,76993359,77037475,PSTPIP1
ENSG00000171195,4,70430492,70482997,MUC7
ENSG00000108984,17,69414697,69553865,MAP2K6
ENSG00000051620,6,138403531,138422197,HEBP2
ENSG00000168256,17,42011382,42025644,NKIRAS2
ENSG00000103415,16,4474690,4510347,HMOX2
ENSG00000068308,X,48922024,48958386,OTUD5
ENSG00000106976,9,128191655,128255248,DNM1
ENSG00000164713,7,98252379,98310441,BRI3
ENSG00000120509,X,70286595,70290514,PDZD11
ENSG00000118640,2,85561562,85582031,VAMP8
ENSG00000119801,2,30146941,30160533,YPEL5
ENSG00000146425,6,158636474,158644743,DYNLT1
ENSG00000147614,8,85987323,86154225,ATP6V0D2
ENSG00000131508,5,139526431,139628434,UBE2D2
ENSG00000164406,5,132873444,132875046,LEAP2
ENSG00000138814,4,101023409,101348278,PPP3CA
ENSG00000241258,7,66114604,66154568,CRCP
ENSG00000013503,12,106357748,106510198,POLR3B
ENSG00000197405,19,47290023,47322066,C5AR1
ENSG00000109270,4,99878336,99894428,LAMTOR3
ENSG00000103490,16,31201486,31203450,PYCARD
ENSG00000149534,11,60088261,60098467,MS4A2
ENSG00000167613,19,54351384,54370558,LAIR1
ENSG00000136026,12,106237881,106304279,CKAP4
ENSG00000102189,12,92770637,92929331,EEA1
ENSG00000140319,15,40035690,40039181,SRP14
ENSG00000176919,9,136945185,136946975,C8G
ENSG00000173930,5,102233986,102296284,SLCO4C1
ENSG00000171777,19,38409051,38426305,RASGRP4
ENSG00000143882,2,10721100,10785110,ATP6V1C2
ENSG00000111816,6,115931149,116060891,FRK
ENSG00000184374,8,118995452,119108455,COLEC10
ENSG00000158092,3,136862208,136951606,NCK1
ENSG00000176978,9,137110546,137115177,DPP7
ENSG00000197170,17,67337916,67366605,PSMD12
ENSG00000177455,16,28931965,28939342,CD19
ENSG00000113732,5,172983771,173035445,ATP6V0E1
ENSG00000167419,17,58218548,58268518,LPO
ENSG00000075651,3,171600404,171810950,PLD1
ENSG00000188229,9,137241287,137243707,TUBB4B
ENSG00000077264,X,110944285,111227361,PAK3
ENSG00000145675,5,68215756,68301821,PIK3R1
ENSG00000168710,1,109984765,110023742,AHCYL1
ENSG00000068305,15,99565417,99716466,MEF2A
ENSG00000111144,12,96000753,96043520,LTA4H
ENSG00000134215,1,107571161,107965180,VAV3
ENSG00000092010,14,24136163,24138967,PSME1
ENSG00000005893,X,120426148,120469365,LAMP2
ENSG00000068831,11,64726911,64745456,RASGRP2
ENSG00000100911,14,24143362,24147570,PSME2
ENSG00000110801,12,121888732,121918297,PSMD9
ENSG00000108671,17,32444379,32483319,PSMD11
ENSG00000127314,12,68610855,68671901,RAP1B
ENSG00000001036,6,143494812,143511720,FUCA2
ENSG00000072786,5,172042079,172188224,STK10
ENSG00000102882,16,30114105,30123506,MAPK3
ENSG00000112290,6,110099819,110180004,WASF1
ENSG00000137845,15,58588809,58749791,ADAM10
ENSG00000113575,5,134194332,134226073,PPP2CA
ENSG00000034152,17,21284672,21315232,MAP2K3
ENSG00000114098,3,138187248,138298384,ARMC8
ENSG00000097007,9,130713016,130887675,ABL1
ENSG00000118503,6,137867214,137883312,TNFAIP3
ENSG00000079739,1,63593411,63660245,PGM1
ENSG00000244734,11,5225464,5229395,HBB
ENSG00000213658,16,28984826,28990784,LAT
ENSG00000104856,19,45001449,45038198,RELB
ENSG00000118520,6,131470832,131584332,ARG1
ENSG00000008018,6,170535120,170553307,PSMB1
ENSG00000110917,12,120687149,120701859,MLEC
ENSG00000129465,14,24336025,24340022,RIPK3
ENSG00000110042,11,59171430,59208588,DTX4
ENSG00000105223,19,40348456,40380439,PLD3
ENSG00000185127,6,169702190,169704856,C6orf120
ENSG00000169692,9,136673143,136687457,AGPAT2
ENSG00000187796,9,136361903,136373681,CARD9
ENSG00000171557,4,154604134,154612967,FGG
ENSG00000169398,8,140657900,141002216,PTK2
ENSG00000065883,7,39950121,40099580,CDK13
ENSG00000171560,4,154583128,154590745,FGA
ENSG00000100567,14,58244843,58272012,PSMA3
ENSG00000258227,7,141927357,141947007,CLEC5A
ENSG00000123338,12,54497752,54548243,NCKAP1L
ENSG00000177700,11,837356,842529,POLR2L
ENSG00000125538,2,112829751,112836816,IL1B
ENSG00000113194,5,176447628,176510074,FAF2
ENSG00000243466,2,88947301,88947957,IGKV1-5
ENSG00000143106,1,109399042,109426448,PSMA5
ENSG00000130755,19,39328353,39342372,GMFG
ENSG00000010810,6,111660332,111873452,FYN
ENSG00000165059,9,69012504,69014113,PRKACG
ENSG00000228278,9,114329869,114333251,ORM2
ENSG00000047249,8,53715543,53843558,ATP6V1H
ENSG00000211599,2,88897232,88897784,IGKV5-2
ENSG00000162688,1,99850361,99924023,AGL
ENSG00000115091,2,113890063,113962596,ACTR3
ENSG00000184956,11,1012823,1036718,MUC6
ENSG00000058063,3,182793503,182921629,ATP11B
ENSG00000086062,9,33104082,33167356,B4GALT1
ENSG00000125730,19,6677704,6730562,C3
ENSG00000174953,3,154272546,154324487,DHX36
ENSG00000123104,12,26335352,26833194,ITPR2
ENSG00000123131,X,23664262,23686397,PRDX4
ENSG00000186141,1,145824088,145844402,POLR3C
ENSG00000147535,8,38263130,38269243,PLPP5
ENSG00000021355,6,2832332,2841959,SERPINB1
ENSG00000124570,6,2948159,2972165,SERPINB6
ENSG00000008438,19,46019153,46023053,PGLYRP1
ENSG00000161980,16,46407,53608,POLR3K
ENSG00000089250,12,117208142,117452170,NOS1
ENSG00000088179,2,119759922,119984899,PTPN4
ENSG00000072736,16,68084751,68229259,NFATC3
ENSG00000105053,19,49976468,50025946,VRK3
ENSG00000149269,11,77322017,77474635,PAK1
ENSG00000164867,7,150991017,151014588,NOS3
ENSG00000165240,X,77910656,78050395,ATP7A
ENSG00000165471,10,52765380,52772784,MBL2
ENSG00000168040,11,70203296,70207390,FADD
ENSG00000107968,10,30434021,30461833,MAP3K8
ENSG00000110651,11,2376177,2397397,CD81
ENSG00000014216,11,65180566,65212006,CAPN1
ENSG00000139370,12,128793194,128823958,SLC15A4
ENSG00000136888,9,114587706,114598915,ATP6V1G1
ENSG00000095261,9,120815496,120842951,PSMD5
ENSG00000116489,1,112619805,112671616,CAPZA1
ENSG00000147234,X,107449652,107605255,FRMPD3
ENSG00000020922,11,94415570,94493885,MRE11
ENSG00000119401,9,116687305,116701300,TRIM32
ENSG00000148180,9,121207794,121332843,GSN
ENSG00000160883,5,176880869,176899346,HK3
ENSG00000100554,14,67294371,67360265,ATP6V1D
ENSG00000169896,16,31259967,31332892,ITGAM
ENSG00000104763,8,18055992,18084998,ASAH1
ENSG00000055163,5,157266079,157395595,CYFIP2
ENSG00000180871,2,218125289,218137251,CXCR2
ENSG00000140678,16,31355134,31382999,ITGAX
ENSG00000089041,12,121132819,121188032,P2RX7
ENSG00000211959,14,106421711,106422218,IGHV4-39
ENSG00000211962,14,106511117,106511856,IGHV1-46
ENSG00000211964,14,106537810,106538344,IGHV3-48
ENSG00000211967,14,106592676,106593347,IGHV3-53
ENSG00000224373,14,106627249,106627825,IGHV4-59
ENSG00000137161,6,42929192,42939294,CNPY3
ENSG00000112640,6,42984553,43012342,PPP2R5D
ENSG00000135047,9,87724051,87731469,CTSL
ENSG00000138246,3,132417502,132539032,DNAJC13
ENSG00000169032,15,66386837,66491544,MAP2K1
ENSG00000148334,9,128120693,128128462,PTGES2
ENSG00000100448,14,24573518,24576250,CTSG
ENSG00000150760,10,126905409,127452517,DOCK1
ENSG00000257335,7,141907813,142106747,MGAM
ENSG00000159377,1,151399560,151401937,PSMB4
ENSG00000127445,19,9835257,9849689,PIN1
ENSG00000149925,16,30064164,30070457,ALDOA
ENSG00000130429,7,99374249,99394816,ARPC1B
ENSG00000139725,12,121777754,121803403,RHOF
ENSG00000197249,14,94376747,94390693,SERPINA1
ENSG00000102158,X,77825747,77895593,MAGT1
ENSG00000198898,7,116811070,116922049,CAPZA2
ENSG00000038002,4,177430774,177442437,AGA
ENSG00000185000,8,144314584,144326910,DGAT1
ENSG00000115073,2,97655939,97664044,ACTR1B
ENSG00000163464,2,218162841,218166962,CXCR1
ENSG00000145113,3,195746765,195811973,MUC4
ENSG00000204544,6,30983718,30989903,MUC21
ENSG00000087086,19,48965309,48966879,FTL
ENSG00000149357,11,72085895,72103297,LAMTOR1
ENSG00000086758,X,53532096,53686728,HUWE1
ENSG00000143119,1,110871188,110899922,CD53
ENSG00000143520,1,152348735,152360006,FLG2
ENSG00000157625,X,30827442,30975084,TAB3
ENSG00000143556,1,153457744,153460651,S100A7
ENSG00000163218,1,153330120,153348841,PGLYRP4
ENSG00000185883,16,2513952,2520218,ATP6V0C
ENSG00000140992,16,2537979,2603188,PDPK1
ENSG00000134516,5,169637268,170083382,DOCK2
ENSG00000169299,4,37826660,37862937,PGM2
ENSG00000116473,1,111542218,111716691,RAP1A
ENSG00000133805,11,10308313,10507579,AMPD3
ENSG00000165102,8,43140464,43202855,HGSNAT
ENSG00000143546,1,153390032,153391073,S100A8
ENSG00000123329,12,57472264,57488814,ARHGAP9
ENSG00000075624,7,5526409,5563902,ACTB
ENSG00000121851,1,145964690,145978848,POLR3GL
ENSG00000051382,3,138652698,138834928,PIK3CB
ENSG00000163220,1,153357854,153361023,S100A9
ENSG00000013275,19,39971165,39981764,PSMC4
ENSG00000133661,10,79937467,79982614,SFTPD
ENSG00000035862,17,78852977,78925387,TIMP2
ENSG00000074966,4,48066393,48134250,TXK
ENSG00000148248,9,133361450,133376166,SURF4
ENSG00000172794,17,74670578,74747335,RAB37
